"fitted_index","family","n_identity","coupling_key","status","phase_applied","reason"
457,"regional_recruitment_variation",1,"identity:457","resolved",1,NA
458,"regional_recruitment_variation",1,"identity:458","resolved",1,NA
459,"regional_recruitment_variation",1,"identity:459","resolved",1,NA
460,"regional_recruitment_variation",1,"identity:460","resolved",1,NA
461,"regional_recruitment_variation",1,"identity:461","resolved",1,NA
462,"regional_recruitment_variation",1,"identity:462","resolved",1,NA
463,"regional_recruitment_variation",1,"identity:463","resolved",1,NA
464,"regional_recruitment_variation",1,"identity:464","resolved",1,NA
465,"regional_recruitment_variation",1,"identity:465","resolved",1,NA
466,"regional_recruitment_variation",1,"identity:466","resolved",1,NA
467,"regional_recruitment_variation",1,"identity:467","resolved",1,NA
468,"regional_recruitment_variation",1,"identity:468","resolved",1,NA
469,"regional_recruitment_variation",1,"identity:469","resolved",1,NA
470,"regional_recruitment_variation",1,"identity:470","resolved",1,NA
471,"regional_recruitment_variation",1,"identity:471","resolved",1,NA
472,"regional_recruitment_variation",1,"identity:472","resolved",1,NA
473,"regional_recruitment_variation",1,"identity:473","resolved",1,NA
474,"regional_recruitment_variation",1,"identity:474","resolved",1,NA
475,"regional_recruitment_variation",1,"identity:475","resolved",1,NA
476,"regional_recruitment_variation",1,"identity:476","resolved",1,NA
477,"regional_recruitment_variation",1,"identity:477","resolved",1,NA
478,"regional_recruitment_variation",1,"identity:478","resolved",1,NA
479,"regional_recruitment_variation",1,"identity:479","resolved",1,NA
480,"regional_recruitment_variation",1,"identity:480","resolved",1,NA
481,"regional_recruitment_variation",1,"identity:481","resolved",1,NA
482,"regional_recruitment_variation",1,"identity:482","resolved",1,NA
483,"regional_recruitment_variation",1,"identity:483","resolved",1,NA
484,"regional_recruitment_variation",1,"identity:484","resolved",1,NA
485,"regional_recruitment_variation",1,"identity:485","resolved",1,NA
486,"regional_recruitment_variation",1,"identity:486","resolved",1,NA
487,"regional_recruitment_variation",1,"identity:487","resolved",1,NA
488,"regional_recruitment_variation",1,"identity:488","resolved",1,NA
489,"regional_recruitment_variation",1,"identity:489","resolved",1,NA
490,"regional_recruitment_variation",1,"identity:490","resolved",1,NA
491,"regional_recruitment_variation",1,"identity:491","resolved",1,NA
492,"regional_recruitment_variation",1,"identity:492","resolved",1,NA
493,"regional_recruitment_variation",1,"identity:493","resolved",1,NA
494,"regional_recruitment_variation",1,"identity:494","resolved",1,NA
495,"regional_recruitment_variation",1,"identity:495","resolved",1,NA
496,"regional_recruitment_variation",1,"identity:496","resolved",1,NA
497,"regional_recruitment_variation",1,"identity:497","resolved",1,NA
498,"regional_recruitment_variation",1,"identity:498","resolved",1,NA
499,"regional_recruitment_variation",1,"identity:499","resolved",1,NA
500,"regional_recruitment_variation",1,"identity:500","resolved",1,NA
501,"regional_recruitment_variation",1,"identity:501","resolved",1,NA
502,"regional_recruitment_variation",1,"identity:502","resolved",1,NA
503,"regional_recruitment_variation",1,"identity:503","resolved",1,NA
504,"regional_recruitment_variation",1,"identity:504","resolved",1,NA
505,"regional_recruitment_variation",1,"identity:505","resolved",1,NA
506,"regional_recruitment_variation",1,"identity:506","resolved",1,NA
507,"regional_recruitment_variation",1,"identity:507","resolved",1,NA
508,"regional_recruitment_variation",1,"identity:508","resolved",1,NA
509,"regional_recruitment_variation",1,"identity:509","resolved",1,NA
510,"regional_recruitment_variation",1,"identity:510","resolved",1,NA
511,"regional_recruitment_variation",1,"identity:511","resolved",1,NA
512,"regional_recruitment_variation",1,"identity:512","resolved",1,NA
513,"regional_recruitment_variation",1,"identity:513","resolved",1,NA
514,"regional_recruitment_variation",1,"identity:514","resolved",1,NA
515,"regional_recruitment_variation",1,"identity:515","resolved",1,NA
516,"regional_recruitment_variation",1,"identity:516","resolved",1,NA
517,"regional_recruitment_variation",1,"identity:517","resolved",1,NA
518,"regional_recruitment_variation",1,"identity:518","resolved",1,NA
519,"regional_recruitment_variation",1,"identity:519","resolved",1,NA
520,"regional_recruitment_variation",1,"identity:520","resolved",1,NA
521,"regional_recruitment_variation",1,"identity:521","resolved",1,NA
522,"regional_recruitment_variation",1,"identity:522","resolved",1,NA
523,"regional_recruitment_variation",1,"identity:523","resolved",1,NA
524,"regional_recruitment_variation",1,"identity:524","resolved",1,NA
525,"regional_recruitment_variation",1,"identity:525","resolved",1,NA
526,"regional_recruitment_variation",1,"identity:526","resolved",1,NA
527,"regional_recruitment_variation",1,"identity:527","resolved",1,NA
528,"regional_recruitment_variation",1,"identity:528","resolved",1,NA
529,"regional_recruitment_variation",1,"identity:529","resolved",1,NA
530,"regional_recruitment_variation",1,"identity:530","resolved",1,NA
531,"regional_recruitment_variation",1,"identity:531","resolved",1,NA
532,"regional_recruitment_variation",1,"identity:532","resolved",1,NA
533,"regional_recruitment_variation",1,"identity:533","resolved",1,NA
534,"regional_recruitment_variation",1,"identity:534","resolved",1,NA
535,"regional_recruitment_variation",1,"identity:535","resolved",1,NA
536,"regional_recruitment_variation",1,"identity:536","resolved",1,NA
537,"regional_recruitment_variation",1,"identity:537","resolved",1,NA
538,"regional_recruitment_variation",1,"identity:538","resolved",1,NA
539,"regional_recruitment_variation",1,"identity:539","resolved",1,NA
540,"regional_recruitment_variation",1,"identity:540","resolved",1,NA
541,"regional_recruitment_variation",1,"identity:541","resolved",1,NA
542,"regional_recruitment_variation",1,"identity:542","resolved",1,NA
543,"regional_recruitment_variation",1,"identity:543","resolved",1,NA
544,"regional_recruitment_variation",1,"identity:544","resolved",1,NA
545,"regional_recruitment_variation",1,"identity:545","resolved",1,NA
546,"regional_recruitment_variation",1,"identity:546","resolved",1,NA
547,"regional_recruitment_variation",1,"identity:547","resolved",1,NA
548,"regional_recruitment_variation",1,"identity:548","resolved",1,NA
549,"regional_recruitment_variation",1,"identity:549","resolved",1,NA
550,"regional_recruitment_variation",1,"identity:550","resolved",1,NA
551,"regional_recruitment_variation",1,"identity:551","resolved",1,NA
552,"regional_recruitment_variation",1,"identity:552","resolved",1,NA
553,"regional_recruitment_variation",1,"identity:553","resolved",1,NA
554,"regional_recruitment_variation",1,"identity:554","resolved",1,NA
555,"regional_recruitment_variation",1,"identity:555","resolved",1,NA
556,"regional_recruitment_variation",1,"identity:556","resolved",1,NA
557,"regional_recruitment_variation",1,"identity:557","resolved",1,NA
558,"regional_recruitment_variation",1,"identity:558","resolved",1,NA
559,"regional_recruitment_variation",1,"identity:559","resolved",1,NA
560,"regional_recruitment_variation",1,"identity:560","resolved",1,NA
561,"regional_recruitment_variation",1,"identity:561","resolved",1,NA
562,"regional_recruitment_variation",1,"identity:562","resolved",1,NA
563,"regional_recruitment_variation",1,"identity:563","resolved",1,NA
564,"regional_recruitment_variation",1,"identity:564","resolved",1,NA
565,"regional_recruitment_variation",1,"identity:565","resolved",1,NA
566,"regional_recruitment_variation",1,"identity:566","resolved",1,NA
567,"regional_recruitment_variation",1,"identity:567","resolved",1,NA
568,"regional_recruitment_variation",1,"identity:568","resolved",1,NA
569,"regional_recruitment_variation",1,"identity:569","resolved",1,NA
570,"regional_recruitment_variation",1,"identity:570","resolved",1,NA
571,"regional_recruitment_variation",1,"identity:571","resolved",1,NA
572,"regional_recruitment_variation",1,"identity:572","resolved",1,NA
573,"regional_recruitment_variation",1,"identity:573","resolved",1,NA
574,"regional_recruitment_variation",1,"identity:574","resolved",1,NA
575,"regional_recruitment_variation",1,"identity:575","resolved",1,NA
576,"regional_recruitment_variation",1,"identity:576","resolved",1,NA
577,"regional_recruitment_variation",1,"identity:577","resolved",1,NA
578,"regional_recruitment_variation",1,"identity:578","resolved",1,NA
579,"regional_recruitment_variation",1,"identity:579","resolved",1,NA
580,"regional_recruitment_variation",1,"identity:580","resolved",1,NA
581,"regional_recruitment_variation",1,"identity:581","resolved",1,NA
582,"regional_recruitment_variation",1,"identity:582","resolved",1,NA
583,"regional_recruitment_variation",1,"identity:583","resolved",1,NA
584,"regional_recruitment_variation",1,"identity:584","resolved",1,NA
585,"regional_recruitment_variation",1,"identity:585","resolved",1,NA
586,"regional_recruitment_variation",1,"identity:586","resolved",1,NA
587,"regional_recruitment_variation",1,"identity:587","resolved",1,NA
588,"regional_recruitment_variation",1,"identity:588","resolved",1,NA
589,"regional_recruitment_variation",1,"identity:589","resolved",1,NA
590,"regional_recruitment_variation",1,"identity:590","resolved",1,NA
591,"regional_recruitment_variation",1,"identity:591","resolved",1,NA
592,"regional_recruitment_variation",1,"identity:592","resolved",1,NA
593,"regional_recruitment_variation",1,"identity:593","resolved",1,NA
594,"regional_recruitment_variation",1,"identity:594","resolved",1,NA
595,"regional_recruitment_variation",1,"identity:595","resolved",1,NA
596,"regional_recruitment_variation",1,"identity:596","resolved",1,NA
597,"regional_recruitment_variation",1,"identity:597","resolved",1,NA
598,"regional_recruitment_variation",1,"identity:598","resolved",1,NA
599,"regional_recruitment_variation",1,"identity:599","resolved",1,NA
600,"regional_recruitment_variation",1,"identity:600","resolved",1,NA
601,"regional_recruitment_variation",1,"identity:601","resolved",1,NA
602,"regional_recruitment_variation",1,"identity:602","resolved",1,NA
603,"regional_recruitment_variation",1,"identity:603","resolved",1,NA
604,"regional_recruitment_variation",1,"identity:604","resolved",1,NA
605,"regional_recruitment_variation",1,"identity:605","resolved",1,NA
606,"regional_recruitment_variation",1,"identity:606","resolved",1,NA
607,"regional_recruitment_variation",1,"identity:607","resolved",1,NA
608,"regional_recruitment_variation",1,"identity:608","resolved",1,NA
609,"regional_recruitment_variation",1,"identity:609","resolved",1,NA
610,"regional_recruitment_variation",1,"identity:610","resolved",1,NA
611,"regional_recruitment_variation",1,"identity:611","resolved",1,NA
612,"regional_recruitment_variation",1,"identity:612","resolved",1,NA
613,"regional_recruitment_variation",1,"identity:613","resolved",1,NA
614,"regional_recruitment_variation",1,"identity:614","resolved",1,NA
615,"regional_recruitment_variation",1,"identity:615","resolved",1,NA
616,"regional_recruitment_variation",1,"identity:616","resolved",1,NA
617,"regional_recruitment_variation",1,"identity:617","resolved",1,NA
618,"regional_recruitment_variation",1,"identity:618","resolved",1,NA
619,"regional_recruitment_variation",1,"identity:619","resolved",1,NA
620,"regional_recruitment_variation",1,"identity:620","resolved",1,NA
621,"regional_recruitment_variation",1,"identity:621","resolved",1,NA
622,"regional_recruitment_variation",1,"identity:622","resolved",1,NA
623,"regional_recruitment_variation",1,"identity:623","resolved",1,NA
624,"regional_recruitment_variation",1,"identity:624","resolved",1,NA
625,"regional_recruitment_variation",1,"identity:625","resolved",1,NA
626,"regional_recruitment_variation",1,"identity:626","resolved",1,NA
627,"regional_recruitment_variation",1,"identity:627","resolved",1,NA
628,"regional_recruitment_variation",1,"identity:628","resolved",1,NA
629,"regional_recruitment_variation",1,"identity:629","resolved",1,NA
630,"regional_recruitment_variation",1,"identity:630","resolved",1,NA
631,"regional_recruitment_variation",1,"identity:631","resolved",1,NA
632,"regional_recruitment_variation",1,"identity:632","resolved",1,NA
633,"regional_recruitment_variation",1,"identity:633","resolved",1,NA
634,"regional_recruitment_variation",1,"identity:634","resolved",1,NA
635,"regional_recruitment_variation",1,"identity:635","resolved",1,NA
636,"regional_recruitment_variation",1,"identity:636","resolved",1,NA
637,"regional_recruitment_variation",1,"identity:637","resolved",1,NA
638,"regional_recruitment_variation",1,"identity:638","resolved",1,NA
639,"regional_recruitment_variation",1,"identity:639","resolved",1,NA
640,"regional_recruitment_variation",1,"identity:640","resolved",1,NA
641,"regional_recruitment_variation",1,"identity:641","resolved",1,NA
642,"regional_recruitment_variation",1,"identity:642","resolved",1,NA
643,"regional_recruitment_variation",1,"identity:643","resolved",1,NA
644,"regional_recruitment_variation",1,"identity:644","resolved",1,NA
645,"regional_recruitment_variation",1,"identity:645","resolved",1,NA
646,"regional_recruitment_variation",1,"identity:646","resolved",1,NA
647,"regional_recruitment_variation",1,"identity:647","resolved",1,NA
648,"regional_recruitment_variation",1,"identity:648","resolved",1,NA
649,"regional_recruitment_variation",1,"identity:649","resolved",1,NA
650,"regional_recruitment_variation",1,"identity:650","resolved",1,NA
651,"regional_recruitment_variation",1,"identity:651","resolved",1,NA
652,"regional_recruitment_variation",1,"identity:652","resolved",1,NA
653,"regional_recruitment_variation",1,"identity:653","resolved",1,NA
654,"regional_recruitment_variation",1,"identity:654","resolved",1,NA
655,"regional_recruitment_variation",1,"identity:655","resolved",1,NA
656,"regional_recruitment_variation",1,"identity:656","resolved",1,NA
657,"regional_recruitment_variation",1,"identity:657","resolved",1,NA
658,"regional_recruitment_variation",1,"identity:658","resolved",1,NA
659,"regional_recruitment_variation",1,"identity:659","resolved",1,NA
660,"regional_recruitment_variation",1,"identity:660","resolved",1,NA
661,"regional_recruitment_variation",1,"identity:661","resolved",1,NA
662,"regional_recruitment_variation",1,"identity:662","resolved",1,NA
663,"regional_recruitment_variation",1,"identity:663","resolved",1,NA
664,"regional_recruitment_variation",1,"identity:664","resolved",1,NA
665,"regional_recruitment_variation",1,"identity:665","resolved",1,NA
666,"regional_recruitment_variation",1,"identity:666","resolved",1,NA
667,"regional_recruitment_variation",1,"identity:667","resolved",1,NA
668,"regional_recruitment_variation",1,"identity:668","resolved",1,NA
669,"regional_recruitment_variation",1,"identity:669","resolved",1,NA
670,"regional_recruitment_variation",1,"identity:670","resolved",1,NA
671,"regional_recruitment_variation",1,"identity:671","resolved",1,NA
672,"regional_recruitment_variation",1,"identity:672","resolved",1,NA
673,"regional_recruitment_variation",1,"identity:673","resolved",1,NA
674,"regional_recruitment_variation",1,"identity:674","resolved",1,NA
675,"regional_recruitment_variation",1,"identity:675","resolved",1,NA
676,"regional_recruitment_variation",1,"identity:676","resolved",1,NA
677,"regional_recruitment_variation",1,"identity:677","resolved",1,NA
678,"regional_recruitment_variation",1,"identity:678","resolved",1,NA
679,"regional_recruitment_variation",1,"identity:679","resolved",1,NA
680,"regional_recruitment_variation",1,"identity:680","resolved",1,NA
681,"regional_recruitment_variation",1,"identity:681","resolved",1,NA
682,"regional_recruitment_variation",1,"identity:682","resolved",1,NA
683,"regional_recruitment_variation",1,"identity:683","resolved",1,NA
684,"regional_recruitment_variation",1,"identity:684","resolved",1,NA
685,"regional_recruitment_variation",1,"identity:685","resolved",1,NA
686,"regional_recruitment_variation",1,"identity:686","resolved",1,NA
687,"regional_recruitment_variation",1,"identity:687","resolved",1,NA
688,"regional_recruitment_variation",1,"identity:688","resolved",1,NA
689,"regional_recruitment_variation",1,"identity:689","resolved",1,NA
690,"regional_recruitment_variation",1,"identity:690","resolved",1,NA
691,"regional_recruitment_variation",1,"identity:691","resolved",1,NA
692,"regional_recruitment_variation",1,"identity:692","resolved",1,NA
693,"regional_recruitment_variation",1,"identity:693","resolved",1,NA
694,"regional_recruitment_variation",1,"identity:694","resolved",1,NA
695,"regional_recruitment_variation",1,"identity:695","resolved",1,NA
696,"regional_recruitment_variation",1,"identity:696","resolved",1,NA
697,"regional_recruitment_variation",1,"identity:697","resolved",1,NA
698,"regional_recruitment_variation",1,"identity:698","resolved",1,NA
699,"regional_recruitment_variation",1,"identity:699","resolved",1,NA
700,"regional_recruitment_variation",1,"identity:700","resolved",1,NA
701,"regional_recruitment_variation",1,"identity:701","resolved",1,NA
702,"regional_recruitment_variation",1,"identity:702","resolved",1,NA
703,"regional_recruitment_variation",1,"identity:703","resolved",1,NA
704,"regional_recruitment_variation",1,"identity:704","resolved",1,NA
705,"regional_recruitment_variation",1,"identity:705","resolved",1,NA
706,"regional_recruitment_variation",1,"identity:706","resolved",1,NA
707,"regional_recruitment_variation",1,"identity:707","resolved",1,NA
708,"regional_recruitment_variation",1,"identity:708","resolved",1,NA
709,"regional_recruitment_variation",1,"identity:709","resolved",1,NA
710,"regional_recruitment_variation",1,"identity:710","resolved",1,NA
711,"regional_recruitment_variation",1,"identity:711","resolved",1,NA
712,"regional_recruitment_variation",1,"identity:712","resolved",1,NA
713,"regional_recruitment_variation",1,"identity:713","resolved",1,NA
714,"regional_recruitment_variation",1,"identity:714","resolved",1,NA
715,"regional_recruitment_variation",1,"identity:715","resolved",1,NA
716,"regional_recruitment_variation",1,"identity:716","resolved",1,NA
717,"regional_recruitment_variation",1,"identity:717","resolved",1,NA
718,"regional_recruitment_variation",1,"identity:718","resolved",1,NA
719,"regional_recruitment_variation",1,"identity:719","resolved",1,NA
720,"regional_recruitment_variation",1,"identity:720","resolved",1,NA
721,"regional_recruitment_variation",1,"identity:721","resolved",1,NA
722,"regional_recruitment_variation",1,"identity:722","resolved",1,NA
723,"regional_recruitment_variation",1,"identity:723","resolved",1,NA
724,"regional_recruitment_variation",1,"identity:724","resolved",1,NA
725,"regional_recruitment_variation",1,"identity:725","resolved",1,NA
726,"regional_recruitment_variation",1,"identity:726","resolved",1,NA
727,"regional_recruitment_variation",1,"identity:727","resolved",1,NA
728,"regional_recruitment_variation",1,"identity:728","resolved",1,NA
729,"regional_recruitment_variation",1,"identity:729","resolved",1,NA
730,"regional_recruitment_variation",1,"identity:730","resolved",1,NA
731,"regional_recruitment_variation",1,"identity:731","resolved",1,NA
732,"regional_recruitment_variation",1,"identity:732","resolved",1,NA
733,"regional_recruitment_variation",1,"identity:733","resolved",1,NA
734,"regional_recruitment_variation",1,"identity:734","resolved",1,NA
735,"regional_recruitment_variation",1,"identity:735","resolved",1,NA
736,"regional_recruitment_variation",1,"identity:736","resolved",1,NA
737,"regional_recruitment_variation",1,"identity:737","resolved",1,NA
738,"regional_recruitment_variation",1,"identity:738","resolved",1,NA
739,"regional_recruitment_variation",1,"identity:739","resolved",1,NA
740,"regional_recruitment_variation",1,"identity:740","resolved",1,NA
741,"regional_recruitment_variation",1,"identity:741","resolved",1,NA
742,"regional_recruitment_variation",1,"identity:742","resolved",1,NA
743,"regional_recruitment_variation",1,"identity:743","resolved",1,NA
744,"regional_recruitment_variation",1,"identity:744","resolved",1,NA
745,"regional_recruitment_variation",1,"identity:745","resolved",1,NA
746,"regional_recruitment_variation",1,"identity:746","resolved",1,NA
747,"regional_recruitment_variation",1,"identity:747","resolved",1,NA
748,"regional_recruitment_variation",1,"identity:748","resolved",1,NA
749,"regional_recruitment_variation",1,"identity:749","resolved",1,NA
750,"regional_recruitment_variation",1,"identity:750","resolved",1,NA
751,"regional_recruitment_variation",1,"identity:751","resolved",1,NA
752,"regional_recruitment_variation",1,"identity:752","resolved",1,NA
753,"regional_recruitment_variation",1,"identity:753","resolved",1,NA
754,"regional_recruitment_variation",1,"identity:754","resolved",1,NA
755,"regional_recruitment_variation",1,"identity:755","resolved",1,NA
756,"regional_recruitment_variation",1,"identity:756","resolved",1,NA
757,"regional_recruitment_variation",1,"identity:757","resolved",1,NA
758,"regional_recruitment_variation",1,"identity:758","resolved",1,NA
759,"regional_recruitment_variation",1,"identity:759","resolved",1,NA
760,"regional_recruitment_variation",1,"identity:760","resolved",1,NA
761,"regional_recruitment_variation",1,"identity:761","resolved",1,NA
762,"regional_recruitment_variation",1,"identity:762","resolved",1,NA
763,"regional_recruitment_variation",1,"identity:763","resolved",1,NA
764,"regional_recruitment_variation",1,"identity:764","resolved",1,NA
765,"regional_recruitment_variation",1,"identity:765","resolved",1,NA
766,"regional_recruitment_variation",1,"identity:766","resolved",1,NA
767,"regional_recruitment_variation",1,"identity:767","resolved",1,NA
768,"regional_recruitment_variation",1,"identity:768","resolved",1,NA
769,"regional_recruitment_variation",1,"identity:769","resolved",1,NA
770,"regional_recruitment_variation",1,"identity:770","resolved",1,NA
771,"regional_recruitment_variation",1,"identity:771","resolved",1,NA
772,"regional_recruitment_variation",1,"identity:772","resolved",1,NA
773,"regional_recruitment_variation",1,"identity:773","resolved",1,NA
774,"regional_recruitment_variation",1,"identity:774","resolved",1,NA
775,"regional_recruitment_variation",1,"identity:775","resolved",1,NA
776,"regional_recruitment_variation",1,"identity:776","resolved",1,NA
777,"regional_recruitment_variation",1,"identity:777","resolved",1,NA
778,"regional_recruitment_variation",1,"identity:778","resolved",1,NA
779,"regional_recruitment_variation",1,"identity:779","resolved",1,NA
780,"regional_recruitment_variation",1,"identity:780","resolved",1,NA
781,"regional_recruitment_variation",1,"identity:781","resolved",1,NA
782,"regional_recruitment_variation",1,"identity:782","resolved",1,NA
783,"regional_recruitment_variation",1,"identity:783","resolved",1,NA
784,"regional_recruitment_variation",1,"identity:784","resolved",1,NA
785,"regional_recruitment_variation",1,"identity:785","resolved",1,NA
786,"regional_recruitment_variation",1,"identity:786","resolved",1,NA
787,"regional_recruitment_variation",1,"identity:787","resolved",1,NA
788,"regional_recruitment_variation",1,"identity:788","resolved",1,NA
789,"regional_recruitment_variation",1,"identity:789","resolved",1,NA
790,"regional_recruitment_variation",1,"identity:790","resolved",1,NA
791,"regional_recruitment_variation",1,"identity:791","resolved",1,NA
792,"regional_recruitment_variation",1,"identity:792","resolved",1,NA
793,"regional_recruitment_variation",1,"identity:793","resolved",1,NA
794,"regional_recruitment_variation",1,"identity:794","resolved",1,NA
795,"regional_recruitment_variation",1,"identity:795","resolved",1,NA
796,"regional_recruitment_variation",1,"identity:796","resolved",1,NA
797,"regional_recruitment_variation",1,"identity:797","resolved",1,NA
798,"regional_recruitment_variation",1,"identity:798","resolved",1,NA
799,"regional_recruitment_variation",1,"identity:799","resolved",1,NA
800,"regional_recruitment_variation",1,"identity:800","resolved",1,NA
801,"regional_recruitment_variation",1,"identity:801","resolved",1,NA
802,"regional_recruitment_variation",1,"identity:802","resolved",1,NA
803,"regional_recruitment_variation",1,"identity:803","resolved",1,NA
804,"regional_recruitment_variation",1,"identity:804","resolved",1,NA
805,"regional_recruitment_variation",1,"identity:805","resolved",1,NA
806,"regional_recruitment_variation",1,"identity:806","resolved",1,NA
807,"regional_recruitment_variation",1,"identity:807","resolved",1,NA
808,"regional_recruitment_variation",1,"identity:808","resolved",1,NA
809,"regional_recruitment_variation",1,"identity:809","resolved",1,NA
810,"regional_recruitment_variation",1,"identity:810","resolved",1,NA
811,"regional_recruitment_variation",1,"identity:811","resolved",1,NA
812,"regional_recruitment_variation",1,"identity:812","resolved",1,NA
813,"regional_recruitment_variation",1,"identity:813","resolved",1,NA
814,"regional_recruitment_variation",1,"identity:814","resolved",1,NA
815,"regional_recruitment_variation",1,"identity:815","resolved",1,NA
816,"regional_recruitment_variation",1,"identity:816","resolved",1,NA
817,"regional_recruitment_variation",1,"identity:817","resolved",1,NA
818,"regional_recruitment_variation",1,"identity:818","resolved",1,NA
819,"regional_recruitment_variation",1,"identity:819","resolved",1,NA
820,"regional_recruitment_variation",1,"identity:820","resolved",1,NA
821,"regional_recruitment_variation",1,"identity:821","resolved",1,NA
822,"regional_recruitment_variation",1,"identity:822","resolved",1,NA
823,"regional_recruitment_variation",1,"identity:823","resolved",1,NA
824,"regional_recruitment_variation",1,"identity:824","resolved",1,NA
825,"regional_recruitment_variation",1,"identity:825","resolved",1,NA
826,"regional_recruitment_variation",1,"identity:826","resolved",1,NA
827,"regional_recruitment_variation",1,"identity:827","resolved",1,NA
828,"regional_recruitment_variation",1,"identity:828","resolved",1,NA
829,"regional_recruitment_variation",1,"identity:829","resolved",1,NA
830,"regional_recruitment_variation",1,"identity:830","resolved",1,NA
831,"regional_recruitment_variation",1,"identity:831","resolved",1,NA
832,"regional_recruitment_variation",1,"identity:832","resolved",1,NA
833,"regional_recruitment_variation",1,"identity:833","resolved",1,NA
834,"regional_recruitment_variation",1,"identity:834","resolved",1,NA
835,"regional_recruitment_variation",1,"identity:835","resolved",1,NA
836,"regional_recruitment_variation",1,"identity:836","resolved",1,NA
837,"regional_recruitment_variation",1,"identity:837","resolved",1,NA
838,"regional_recruitment_variation",1,"identity:838","resolved",1,NA
839,"regional_recruitment_variation",1,"identity:839","resolved",1,NA
840,"regional_recruitment_variation",1,"identity:840","resolved",1,NA
841,"regional_recruitment_variation",1,"identity:841","resolved",1,NA
842,"regional_recruitment_variation",1,"identity:842","resolved",1,NA
843,"regional_recruitment_variation",1,"identity:843","resolved",1,NA
844,"regional_recruitment_variation",1,"identity:844","resolved",1,NA
845,"regional_recruitment_variation",1,"identity:845","resolved",1,NA
846,"regional_recruitment_variation",1,"identity:846","resolved",1,NA
847,"regional_recruitment_variation",1,"identity:847","resolved",1,NA
848,"regional_recruitment_variation",1,"identity:848","resolved",1,NA
849,"regional_recruitment_variation",1,"identity:849","resolved",1,NA
850,"regional_recruitment_variation",1,"identity:850","resolved",1,NA
851,"regional_recruitment_variation",1,"identity:851","resolved",1,NA
852,"regional_recruitment_variation",1,"identity:852","resolved",1,NA
853,"regional_recruitment_variation",1,"identity:853","resolved",1,NA
854,"regional_recruitment_variation",1,"identity:854","resolved",1,NA
855,"regional_recruitment_variation",1,"identity:855","resolved",1,NA
856,"regional_recruitment_variation",1,"identity:856","resolved",1,NA
857,"regional_recruitment_variation",1,"identity:857","resolved",1,NA
858,"regional_recruitment_variation",1,"identity:858","resolved",1,NA
859,"regional_recruitment_variation",1,"identity:859","resolved",1,NA
860,"regional_recruitment_variation",1,"identity:860","resolved",1,NA
861,"regional_recruitment_variation",1,"identity:861","resolved",1,NA
862,"regional_recruitment_variation",1,"identity:862","resolved",1,NA
863,"regional_recruitment_variation",1,"identity:863","resolved",1,NA
864,"regional_recruitment_variation",1,"identity:864","resolved",1,NA
865,"regional_recruitment_variation",1,"identity:865","resolved",1,NA
866,"regional_recruitment_variation",1,"identity:866","resolved",1,NA
867,"regional_recruitment_variation",1,"identity:867","resolved",1,NA
868,"regional_recruitment_variation",1,"identity:868","resolved",1,NA
869,"regional_recruitment_variation",1,"identity:869","resolved",1,NA
870,"regional_recruitment_variation",1,"identity:870","resolved",1,NA
871,"regional_recruitment_variation",1,"identity:871","resolved",1,NA
872,"regional_recruitment_variation",1,"identity:872","resolved",1,NA
873,"regional_recruitment_variation",1,"identity:873","resolved",1,NA
874,"regional_recruitment_variation",1,"identity:874","resolved",1,NA
875,"regional_recruitment_variation",1,"identity:875","resolved",1,NA
876,"regional_recruitment_variation",1,"identity:876","resolved",1,NA
877,"regional_recruitment_variation",1,"identity:877","resolved",1,NA
878,"regional_recruitment_variation",1,"identity:878","resolved",1,NA
879,"regional_recruitment_variation",1,"identity:879","resolved",1,NA
880,"regional_recruitment_variation",1,"identity:880","resolved",1,NA
881,"regional_recruitment_variation",1,"identity:881","resolved",1,NA
882,"regional_recruitment_variation",1,"identity:882","resolved",1,NA
883,"regional_recruitment_variation",1,"identity:883","resolved",1,NA
884,"regional_recruitment_variation",1,"identity:884","resolved",1,NA
885,"regional_recruitment_variation",1,"identity:885","resolved",1,NA
886,"regional_recruitment_variation",1,"identity:886","resolved",1,NA
887,"regional_recruitment_variation",1,"identity:887","resolved",1,NA
888,"regional_recruitment_variation",1,"identity:888","resolved",1,NA
889,"regional_recruitment_variation",1,"identity:889","resolved",1,NA
890,"regional_recruitment_variation",1,"identity:890","resolved",1,NA
891,"regional_recruitment_variation",1,"identity:891","resolved",1,NA
892,"regional_recruitment_variation",1,"identity:892","resolved",1,NA
893,"regional_recruitment_variation",1,"identity:893","resolved",1,NA
894,"regional_recruitment_variation",1,"identity:894","resolved",1,NA
895,"regional_recruitment_variation",1,"identity:895","resolved",1,NA
896,"regional_recruitment_variation",1,"identity:896","resolved",1,NA
897,"regional_recruitment_variation",1,"identity:897","resolved",1,NA
898,"regional_recruitment_variation",1,"identity:898","resolved",1,NA
899,"regional_recruitment_variation",1,"identity:899","resolved",1,NA
900,"regional_recruitment_variation",1,"identity:900","resolved",1,NA
901,"regional_recruitment_variation",1,"identity:901","resolved",1,NA
902,"regional_recruitment_variation",1,"identity:902","resolved",1,NA
903,"regional_recruitment_variation",1,"identity:903","resolved",1,NA
904,"regional_recruitment_variation",1,"identity:904","resolved",1,NA
905,"regional_recruitment_variation",1,"identity:905","resolved",1,NA
906,"regional_recruitment_variation",1,"identity:906","resolved",1,NA
